product_id,product_name,category,sub_category,brand,price,cost,created_at,color
3968,PlayTime Classic Fantasy Figure Set,Toys,Action Figures,PlayTime,56.45,33.62,2025-07-04 23:33:16,Purple
3969,UrbanWear Classic Performance Polo,Clothing,Men,UrbanWear,37.67,21.22,2025-05-15 23:33:16,Charcoal
3970,ElectroMax Premium 10-inch Tablet,Electronics,Tablets,ElectroMax,664.49,522.34,2025-02-11 23:33:16,Blue
3971,LifestyleCo Premium Aromatic Body Mist,Health & Beauty,Fragrances,LifestyleCo,23.96,4.82,2024-10-29 23:33:16,
3972,WhiskerWorks Premium Memory Foam Pet Bed,Pet Supplies,Accessories,WhiskerWorks,47.05,19.87,2025-03-09 23:33:16,Beige
3973,HomeTech Premium Smart Home Hub,Electronics,Accessories,HomeTech,229.39,134.43,2024-08-21 23:33:16,Gray
3974,ActiveWear Elite Canvas Slip-Ons,Clothing,Shoes,ActiveWear,56.91,26.68,2025-07-30 23:33:16,Black
3975,PlayTime Durable Water Blaster Pack,Toys,Outdoor,PlayTime,38.98,25.24,2025-03-09 23:33:16,Multi-Color
3976,EduPress Interactive Coding Robot,Toys,Educational,EduPress,76.88,40.55,2025-01-14 23:33:16,Red
3977,ByteWave Max Pro Tablet,Electronics,Tablets,ByteWave,1241.84,976.56,2025-02-24 23:33:16,Space Gray
3978,FashionLine Signature Woven Belt,Clothing,Accessories,FashionLine,18.89,8.86,2025-04-14 23:33:16,Brown
3979,ToyBox Advanced Math Puzzle Set,Toys,Educational,ToyBox,18.49,10.12,2025-03-27 23:33:16,Multi-Color
3980,FashionLine Premium Wool Scarf,Clothing,Accessories,FashionLine,39.17,16.85,2024-11-05 23:33:16,Black
3981,FurryFriends Premium Durable Chew Toy,Pet Supplies,Toys,FurryFriends,7.85,3.58,2025-01-06 23:33:16,Yellow
3982,HomeTech Stainless Programmable Coffee Maker,Home & Garden,Kitchen,HomeTech,87.28,51.71,2024-11-30 23:33:16,Silver
3983,ComfortLiving Comfortable Ergonomic Desk Chair,Home & Garden,Furniture,ComfortLiving,504.34,324.88,2024-07-28 23:33:16,Gray
3984,FurryFriends Comfortable No-Pull Leash,Pet Supplies,Accessories,FurryFriends,28.28,16.92,2024-11-29 23:33:16,Red
3985,LifestyleCo Classic Sectional Sofa,Home & Garden,Furniture,LifestyleCo,1811.5,990.56,2025-02-15 23:33:16,Brown
3986,CozyHome Premium Organic Sheet Set,Home & Garden,Bedding,CozyHome,92.66,52.0,2025-06-02 23:33:16,Beige
3987,LifestyleCo Classic Leather Wallet,Clothing,Accessories,LifestyleCo,106.14,51.73,2025-04-28 23:33:16,Brown
3988,ElectroMax Ultra Foldable Phone,Electronics,Phones,ElectroMax,2065.1,1374.65,2024-10-25 23:33:16,Black
3989,KidJoy Weatherproof Kids Scooter,Toys,Outdoor,KidJoy,61.99,39.18,2024-12-03 23:33:16,Yellow
3990,GlowLabs Professional Eyeshadow Palette,Health & Beauty,Makeup,GlowLabs,28.73,10.85,2024-11-16 23:33:16,Smoky
3991,PetNest Durable Feather Wand Toy,Pet Supplies,Toys,PetNest,8.68,3.75,2024-10-23 23:33:16,Multi-Color
3992,HomeEssentials Premium Air Fryer Oven,Home & Garden,Kitchen,HomeEssentials,266.62,160.63,2025-03-21 23:33:16,White
3993,PureLiving Modern Storage Ottoman,Home & Garden,Furniture,PureLiving,202.72,123.06,2024-12-06 23:33:16,Beige
3994,FashionLine Chic Wrap Dress,Clothing,Women,FashionLine,155.44,63.53,2025-07-05 23:33:16,Black
3995,LifestyleCo Organic Weighted Blanket,Home & Garden,Bedding,LifestyleCo,130.58,58.22,2025-05-07 23:33:16,Gray
3996,HomeTech Ultra Wireless Charger,Electronics,Accessories,HomeTech,50.81,33.65,2024-09-23 23:33:16,Blue
3997,HomeEssentials Classic Extendable Dining Table,Home & Garden,Furniture,HomeEssentials,632.96,345.08,2025-04-01 23:33:16,Espresso
3998,FunKids Adventure Kids Scooter,Toys,Outdoor,FunKids,43.91,26.4,2025-05-01 23:33:16,Green
3999,ComfortLiving Cozy Weighted Blanket,Home & Garden,Bedding,ComfortLiving,167.36,84.83,2025-07-26 23:33:16,Gray
4000,GardenPro Classic Ergonomic Desk Chair,Home & Garden,Furniture,GardenPro,214.7,149.37,2025-03-06 23:33:16,Gray
4001,PetNest Safe Treat Dispensing Ball,Pet Supplies,Toys,PetNest,13.13,5.55,2024-09-27 23:33:16,Red
4002,GardenPro Designer Ceramic Planter,Home & Garden,Decor,GardenPro,54.48,20.16,2025-05-19 23:33:16,Blue
4003,VitalBloom Organic Certified Organic Granola,Food & Beverages,Organic,VitalBloom,16.41,10.69,2024-08-19 23:33:16,
4004,UrbanWear Advanced Moisture-Wicking Shorts,Sports,Athletic Wear,UrbanWear,32.36,16.79,2025-07-13 23:33:16,Gray
4005,PlayTime Educational Language Learning Game,Toys,Educational,PlayTime,34.7,23.73,2024-10-20 23:33:16,Green
4006,FashionLine Fun Rain Jacket,Clothing,Kids,FashionLine,61.14,29.9,2025-01-14 23:33:16,Green
4007,ActiveLife Advanced Moisture-Wicking Shorts,Sports,Athletic Wear,ActiveLife,52.97,26.09,2024-11-21 23:33:16,Blue
4008,HappyPaws Safe Memory Foam Pet Bed,Pet Supplies,Accessories,HappyPaws,96.8,50.77,2025-04-13 23:33:16,Gray
4009,FurryFriends Durable No-Pull Leash,Pet Supplies,Accessories,FurryFriends,23.65,11.88,2024-11-21 23:33:16,Black
4010,ByteWave Max Foldable Phone,Electronics,Phones,ByteWave,1693.8,1030.24,2024-11-21 23:33:16,Gold
4011,PureBeauty Matte Brow Sculpting Kit,Health & Beauty,Makeup,PureBeauty,37.41,10.26,2025-05-12 23:33:16,Blonde
4012,FunKids Premium Fantasy Figure Set,Toys,Action Figures,FunKids,46.42,26.84,2025-02-20 23:33:16,Gold
4013,ElectroMax Advanced Portable Charger,Electronics,Accessories,ElectroMax,40.73,26.11,2025-07-08 23:33:16,Black
4014,ClassicFit Elegant Wool Coat,Clothing,Women,ClassicFit,224.78,98.21,2025-01-21 23:33:16,Camel
4015,PlayTime Durable Bubble Machine,Toys,Outdoor,PlayTime,26.37,15.28,2025-01-03 23:33:16,Yellow
4016,ToyBox Collector's Hero Action Figure,Toys,Action Figures,ToyBox,33.19,20.99,2025-07-24 23:33:16,Green
4017,SmartTech Fast Wireless Charger,Electronics,Accessories,SmartTech,35.54,19.43,2024-10-09 23:33:16,Black
4018,TrendSet Professional Eyeshadow Palette,Health & Beauty,Makeup,TrendSet,26.53,8.21,2024-08-21 23:33:16,Colorful
4019,FashionLine Elite Lightweight Jacket,Clothing,Men,FashionLine,141.48,78.69,2024-11-22 23:33:16,Brown
4020,GardenPro Artistic Ceramic Planter,Home & Garden,Decor,GardenPro,61.24,22.0,2025-07-05 23:33:16,Beige
4021,PlayTime Complete Math Puzzle Set,Toys,Educational,PlayTime,17.71,12.32,2024-11-03 23:33:16,Multi-Color
4022,ToyBox Educational STEM Experiment Kit,Toys,Educational,ToyBox,29.71,15.04,2024-10-12 23:33:16,Green
4023,ToyBox Ultimate Cooperative Adventure Game,Toys,Board Games,ToyBox,58.1,30.97,2025-05-13 23:33:16,Blue
4024,GlowLabs Luxury Brow Sculpting Kit,Health & Beauty,Makeup,GlowLabs,19.92,7.73,2025-02-13 23:33:16,Dark Brown
4025,FreshHarvest Organic Certified Organic Granola,Food & Beverages,Organic,FreshHarvest,15.79,11.55,2025-01-10 23:33:16,
4026,FashionLine Premium Lightweight Jacket,Clothing,Men,FashionLine,72.41,31.16,2025-05-12 23:33:16,Black
4027,TrendSet Designer Leather Wallet,Clothing,Accessories,TrendSet,42.64,16.62,2025-07-12 23:33:16,Black
4028,EduPress Educational Coding Robot,Toys,Educational,EduPress,77.81,46.69,2024-09-06 23:33:16,Red
4029,WhiskerWorks Interactive Durable Chew Toy,Pet Supplies,Toys,WhiskerWorks,8.27,4.76,2024-07-27 23:33:16,Blue
4030,GlowLabs Advanced Clarifying Cleanser,Health & Beauty,Skincare,GlowLabs,15.36,7.54,2025-06-10 23:33:16,
4031,StyleCo Designer Woven Belt,Clothing,Accessories,StyleCo,36.91,12.42,2025-04-06 23:33:16,Navy
4032,TrendSet Glowing Matte Lipstick Set,Health & Beauty,Makeup,TrendSet,18.44,7.56,2025-03-06 23:33:16,Berry
4033,Literary Press Practical Relationship Advice,Books,Self-Help,Literary Press,23.73,13.88,2025-07-07 23:33:16,
4034,TechPro Hi-Fi Soundbar,Electronics,Audio,TechPro,205.0,137.87,2025-03-23 23:33:16,Gray
4035,PetNest Safe Interactive Puzzle Toy,Pet Supplies,Toys,PetNest,12.35,6.99,2024-09-24 23:33:16,Green
4036,WhiskerWorks Organic High-Protein Cat Kibble,Pet Supplies,Food,WhiskerWorks,23.05,16.72,2024-08-23 23:33:16,
4037,LifestyleCo Luxury Woven Belt,Clothing,Accessories,LifestyleCo,14.83,6.95,2024-10-22 23:33:16,Black
4038,CozyHome Premium All-Season Comforter,Home & Garden,Bedding,CozyHome,189.72,77.49,2025-02-10 23:33:16,Navy
4039,ElectroMax Elite Kids Tablet,Electronics,Tablets,ElectroMax,287.32,219.23,2025-07-06 23:33:16,Green
4040,DigitalEdge Advanced Exercise Bike,Sports,Fitness,DigitalEdge,422.95,256.02,2024-11-30 23:33:16,Gray
4041,PowerFit Championship Pro Baseball Glove,Sports,Team Sports,PowerFit,172.24,99.28,2025-07-22 23:33:16,Red
4042,PlayTime Interactive STEM Experiment Kit,Toys,Educational,PlayTime,39.98,24.54,2025-03-21 23:33:16,Blue
4043,FitGear Adventure Inflatable Paddleboard,Sports,Outdoor,FitGear,431.39,270.51,2024-12-08 23:33:16,Blue
4044,Literary Press Award-Winning Superhero Comics,Books,Comics & Graphic Novels,Literary Press,22.36,12.51,2025-06-10 23:33:16,
4045,ByteWave Premium 10-inch Tablet,Electronics,Tablets,ByteWave,549.49,436.79,2025-07-21 23:33:16,Silver
4046,GlowLabs Longwear Longwear Foundation,Health & Beauty,Makeup,GlowLabs,33.83,12.6,2025-04-24 23:33:16,Tan
4047,PureLiving Comfortable Extendable Dining Table,Home & Garden,Furniture,PureLiving,980.78,505.67,2025-06-27 23:33:16,Brown
4048,ActiveLife Adventure Inflatable Paddleboard,Sports,Outdoor,ActiveLife,303.64,159.06,2024-08-15 23:33:16,White
4049,FunKids Premium Bubble Machine,Toys,Outdoor,FunKids,20.19,11.58,2024-11-27 23:33:16,Purple
4050,ClassicFit Classic Play Shorts,Clothing,Kids,ClassicFit,19.98,11.38,2024-09-19 23:33:16,Khaki
4051,StyleCo Colorful Graphic Tee,Clothing,Kids,StyleCo,19.83,9.1,2024-12-18 23:33:16,Red
4052,GlowLabs Longwear Longwear Foundation,Health & Beauty,Makeup,GlowLabs,33.83,12.6,2024-08-24 23:33:16,Various Shades
4053,DigitalEdge Studio Noise Cancelling Headphones,Electronics,Audio,DigitalEdge,250.5,184.07,2025-06-05 23:33:16,Blue
4054,FashionLine Premium High-Rise Leggings,Clothing,Women,FashionLine,26.7,13.76,2024-09-07 23:33:16,Burgundy
4055,HomeEssentials Elegant Storage Ottoman,Home & Garden,Furniture,HomeEssentials,286.77,176.68,2025-01-25 23:33:16,Navy
4056,CozyHome Cozy All-Season Comforter,Home & Garden,Bedding,CozyHome,110.09,52.28,2024-10-21 23:33:16,Navy
4057,TrendSet Premium Wrap Dress,Clothing,Women,TrendSet,51.48,26.58,2025-09-26 23:33:16,Floral Print
4058,WhiskerWorks Safe Treat Dispensing Ball,Pet Supplies,Toys,WhiskerWorks,14.98,7.56,2025-03-05 23:33:16,Purple
4059,UrbanWear Athletic Canvas Slip-Ons,Clothing,Shoes,UrbanWear,52.99,27.22,2025-05-29 23:33:16,Gray
4060,DigitalEdge Pro Resistance Band Kit,Sports,Fitness,DigitalEdge,29.29,18.5,2024-06-05 23:33:16,Yellow
4061,RadiantCo Glowing Eyeshadow Palette,Health & Beauty,Makeup,RadiantCo,20.16,7.93,2024-10-10 23:33:16,Warm
4062,ToyBox Durable Bubble Machine,Toys,Outdoor,ToyBox,22.48,12.1,2024-06-11 23:33:16,Purple
4063,HomeEssentials Elegant Ceramic Planter,Home & Garden,Decor,HomeEssentials,57.56,24.93,2025-01-17 23:33:16,Beige
4064,ElectroMax Advanced USB-C Hub,Electronics,Accessories,ElectroMax,67.81,41.34,2025-02-07 23:33:16,Black
4065,GourmetLane Premium Extra Virgin Olive Oil,Food & Beverages,Pantry,GourmetLane,20.92,13.01,2025-03-29 23:33:16,
4066,BookHouse Advanced Math Workbook,Books,Workbooks & Study Guides,BookHouse,12.77,8.28,2025-05-11 23:33:16,
4067,HomeEssentials Modern Glass Table Lamp,Home & Garden,Decor,HomeEssentials,105.35,49.91,2024-12-08 23:33:16,White
4068,PowerFit Elite Rowing Machine,Sports,Fitness,PowerFit,717.96,429.3,2024-09-11 23:33:16,Black
4069,FurryFriends Professional Flea & Tick Treatment,Pet Supplies,Health,FurryFriends,39.99,23.57,2024-11-26 23:33:16,
4070,TailTreats Durable Durable Chew Toy,Pet Supplies,Toys,TailTreats,12.25,6.1,2025-08-18 23:33:16,Blue
4071,TechPro Studio Soundbar,Electronics,Audio,TechPro,264.15,194.1,2025-02-28 23:33:16,White
4072,ActiveLife Athletic Moisture-Wicking Shorts,Sports,Athletic Wear,ActiveLife,45.08,21.18,2024-09-19 23:33:16,Blue
4073,ClassicFit Durable Stretch Denim,Clothing,Kids,ClassicFit,25.66,12.96,2024-12-23 23:33:16,Black
4074,ByteWave Pro Kids Tablet,Electronics,Tablets,ByteWave,109.21,77.2,2025-01-24 23:33:16,Red
4075,HomeEssentials Premium Cordless Drill Kit,Home & Garden,Tools,HomeEssentials,179.2,97.63,2025-03-11 23:33:16,Yellow
4076,EduPress STEM Math Puzzle Set,Toys,Educational,EduPress,23.3,11.94,2024-11-11 23:33:16,Green
4077,ToyBox Championship Strategy Board Game,Toys,Board Games,ToyBox,38.88,18.81,2024-08-12 23:33:16,Green
4078,GardenPro Elegant Decorative Mirror,Home & Garden,Decor,GardenPro,93.55,32.86,2025-01-04 23:33:16,Black
4079,EduToys Educational Bedtime Stories,Books,Children's,EduToys,14.98,8.43,2025-01-02 23:33:16,
4080,SportsPro Durable Compact Cooler,Sports,Outdoor,SportsPro,66.22,38.81,2025-03-13 23:33:16,Green
4081,FashionLine Classic Woven Belt,Clothing,Accessories,FashionLine,34.58,17.02,2025-01-04 23:33:16,Black
4082,ActiveWear Performance Canvas Slip-Ons,Clothing,Shoes,ActiveWear,43.68,22.51,2025-06-05 23:33:16,Red
4083,WhiskerWorks Engaging Durable Chew Toy,Pet Supplies,Toys,WhiskerWorks,9.48,5.56,2025-04-15 23:33:16,Green
4084,FunKids Fun Water Blaster Pack,Toys,Outdoor,FunKids,40.31,20.29,2024-11-11 23:33:16,Red
4085,SmartTech Pro USB-C Hub,Electronics,Accessories,SmartTech,52.48,33.76,2024-09-14 23:33:16,Gray
4086,TrendSet Longwear Matte Lipstick Set,Health & Beauty,Makeup,TrendSet,27.19,10.51,2025-10-08 23:33:16,Pink
4087,TechPro Plus 5G Smartphone,Electronics,Phones,TechPro,930.84,713.73,2024-09-01 23:33:16,Rose Gold
4088,ActiveLife Premium Compact Cooler,Sports,Outdoor,ActiveLife,84.42,38.13,2024-12-17 23:33:16,Green
4089,ByteWave Ultra 2-in-1 Laptop,Electronics,Laptops,ByteWave,1663.8,1113.05,2025-05-06 23:33:16,Blue
4090,ImaginePlay Durable Bubble Machine,Toys,Outdoor,ImaginePlay,18.05,10.81,2024-09-18 23:33:16,Red
4091,EduToys Interactive Coding Robot,Toys,Educational,EduToys,49.9,33.28,2024-11-16 23:33:16,Green
4092,UrbanWear Advanced Canvas Slip-Ons,Clothing,Shoes,UrbanWear,64.24,31.4,2025-01-17 23:33:16,Blue
4093,EduToys Essential Textbooks,Books,Educational,EduToys,42.15,35.31,2024-10-06 23:33:16,
4094,RadiantCo Professional Brow Sculpting Kit,Health & Beauty,Makeup,RadiantCo,34.74,9.82,2024-08-27 23:33:16,Black
4095,FashionLine Durable Graphic Tee,Clothing,Kids,FashionLine,12.81,8.05,2025-08-13 23:33:16,Pink
4096,FashionLine Essential Leather Wallet,Clothing,Accessories,FashionLine,67.2,31.63,2025-02-09 23:33:16,Brown
4097,TrendSet Premium Travel Perfume Set,Health & Beauty,Fragrances,TrendSet,43.84,17.19,2024-11-05 23:33:16,
4098,SmartTech Elite Air Fryer Oven,Home & Garden,Kitchen,SmartTech,252.64,121.57,2024-11-07 23:33:16,Silver
4099,UrbanWear Elite Running Sneakers,Clothing,Shoes,UrbanWear,111.09,57.22,2025-06-08 23:33:16,Gray
4100,FurryFriends Engaging Feather Wand Toy,Pet Supplies,Toys,FurryFriends,5.99,3.03,2024-09-01 23:33:16,Red
4101,ToyBox Deluxe Hero Action Figure,Toys,Action Figures,ToyBox,26.65,16.03,2025-03-29 23:33:16,Orange
4102,ActiveWear Premium Slim Fit Jeans,Clothing,Men,ActiveWear,65.44,26.4,2025-01-10 23:33:16,Indigo
4103,HappyPaws Durable Travel Pet Carrier,Pet Supplies,Accessories,HappyPaws,65.2,26.19,2025-01-31 23:33:16,Red
4104,FunKids Adventure Kids Scooter,Toys,Outdoor,FunKids,43.91,26.4,2025-03-24 23:33:16,Red
4105,ActiveLife Pro Trail Shoes,Clothing,Shoes,ActiveLife,72.38,38.11,2024-11-23 23:33:16,Olive
4106,PetNest Durable Feather Wand Toy,Pet Supplies,Toys,PetNest,8.68,3.75,2024-12-18 23:33:16,Yellow
4107,KidJoy Classic Family Trivia Game,Toys,Board Games,KidJoy,22.39,10.45,2024-12-01 23:33:16,Yellow
4108,UrbanWear Pro Trail Shoes,Clothing,Shoes,UrbanWear,108.38,46.79,2025-05-06 23:33:16,Navy
4109,GlowLabs Luxury Matte Lipstick Set,Health & Beauty,Makeup,GlowLabs,16.29,5.16,2024-09-11 23:33:16,Coral
4110,LifestyleCo Plush Weighted Blanket,Home & Garden,Bedding,LifestyleCo,106.94,53.68,2024-11-08 23:33:16,Cream
4111,ElectroMax Smart 5G Smartphone,Electronics,Phones,ElectroMax,798.54,543.95,2025-06-10 23:33:16,Black
4112,PureBeauty Premium Longwear Foundation,Health & Beauty,Makeup,PureBeauty,35.18,14.56,2025-03-04 23:33:16,Medium
4113,NatureBite Premium Cold Brew Coffee Concentrate,Food & Beverages,Beverages,NatureBite,20.09,14.55,2025-01-18 23:33:16,
4114,GardenPro Premium Programmable Coffee Maker,Home & Garden,Kitchen,GardenPro,187.49,92.65,2024-12-22 23:33:16,Black
4115,UrbanWear Elite Leather Boots,Clothing,Shoes,UrbanWear,215.71,104.75,2025-07-14 23:33:16,Gray
4116,HomeTech Premium Cordless Drill Kit,Home & Garden,Tools,HomeTech,164.62,89.04,2025-07-18 23:33:16,Blue
4117,DigitalEdge Premium Soundbar,Electronics,Audio,DigitalEdge,581.15,407.36,2025-05-05 23:33:16,White
4118,DigitalEdge Max Foldable Phone,Electronics,Phones,DigitalEdge,1817.1,1226.98,2025-05-01 23:33:16,Silver
4119,ActiveWear Classic Performance Polo,Clothing,Men,ActiveWear,81.42,40.12,2024-10-16 23:33:16,Navy
4120,ReadWell Publishing Bestselling Middle Grade Fiction,Books,Young Reader,ReadWell Publishing,17.98,10.87,2025-01-03 23:33:16,
4121,FitGear Rugged Compact Cooler,Sports,Outdoor,FitGear,65.08,38.35,2024-10-31 23:33:16,Red
4122,HappyPaws Durable Adjustable Harness,Pet Supplies,Accessories,HappyPaws,29.93,12.13,2024-12-03 23:33:16,Black
4123,ActiveWear Pro Canvas Slip-Ons,Clothing,Shoes,ActiveWear,27.74,11.65,2025-05-28 23:33:16,Gray
4124,ToyBox Fun Backyard Playset,Toys,Outdoor,ToyBox,262.7,165.15,2025-01-12 23:33:16,Blue
4125,FashionLine Chic Wrap Dress,Clothing,Women,FashionLine,155.44,63.53,2025-03-21 23:33:16,Teal
4126,ElectroMax Premium Business Laptop,Electronics,Laptops,ElectroMax,1620.95,1100.72,2025-09-12 23:33:16,Silver
4127,ByteWave Air Kids Tablet,Electronics,Tablets,ByteWave,147.7,118.96,2024-09-06 23:33:16,Red
4128,KidJoy Collector's Space Explorer Set,Toys,Action Figures,KidJoy,32.19,18.14,2025-06-06 23:33:16,Orange
4129,LifestyleCo Essential Woven Belt,Clothing,Accessories,LifestyleCo,28.12,13.16,2025-04-25 23:33:16,Brown
4130,BookHouse Captivating Young Adult Romance,Books,Young Reader,BookHouse,13.84,8.5,2025-08-13 23:33:16,
4131,SmartTech Elite Air Fryer Oven,Home & Garden,Kitchen,SmartTech,252.64,121.57,2025-03-24 23:33:16,Red
4132,FreshHarvest Imported Artisan Honey,Food & Beverages,Pantry,FreshHarvest,27.74,18.08,2024-10-11 23:33:16,
4133,Literary Press Award-Winning Manga,Books,Comics & Graphic Novels,Literary Press,11.68,7.87,2024-06-25 23:33:16,
4134,PageTurner Press Limited Edition Graphic Memoirs,Books,Comics & Graphic Novels,PageTurner Press,23.47,13.33,2025-08-09 23:33:16,
4135,HomeTech Advanced Cordless Drill Kit,Home & Garden,Tools,HomeTech,74.28,50.42,2024-07-16 23:33:16,Blue
4136,PetNest Safe Interactive Puzzle Toy,Pet Supplies,Toys,PetNest,12.35,6.99,2024-12-15 23:33:16,Red
4137,GourmetLane Natural Gourmet Popcorn,Food & Beverages,Snacks,GourmetLane,13.09,7.9,2025-04-07 23:33:16,
4138,TailTreats Durable No-Pull Leash,Pet Supplies,Accessories,TailTreats,15.71,9.3,2024-09-12 23:33:16,Red
4139,ByteWave Smart Portable Charger,Electronics,Accessories,ByteWave,98.65,63.72,2024-08-24 23:33:16,Gray
4140,HomeEssentials Smart Programmable Coffee Maker,Home & Garden,Kitchen,HomeEssentials,210.96,124.89,2025-02-26 23:33:16,Silver
4141,StyleCo Premium Performance Polo,Clothing,Men,StyleCo,85.33,37.87,2024-09-26 23:33:16,Charcoal
4142,GardenPro Stainless Programmable Coffee Maker,Home & Garden,Kitchen,GardenPro,245.14,115.11,2025-03-22 23:33:16,White
4143,PlayTime Super Space Explorer Set,Toys,Action Figures,PlayTime,50.53,28.45,2025-03-24 23:33:16,White
4144,ActiveLife Elite Resistance Band Kit,Sports,Fitness,ActiveLife,38.05,20.44,2024-08-02 23:33:16,Yellow
4145,KidJoy Premium Strategy Board Game,Toys,Board Games,KidJoy,39.34,21.99,2025-02-19 23:33:16,Blue
4146,ActiveWear Elite Breathable Training Tee,Sports,Athletic Wear,ActiveWear,25.81,14.44,2025-02-01 23:33:16,Blue
4147,PlayTime Collector's Robot Warrior,Toys,Action Figures,PlayTime,16.68,9.71,2025-05-18 23:33:16,Blue
4148,GourmetLane Luxury Truffle Gift Set,Food & Beverages,Gourmet,GourmetLane,70.28,41.68,2025-01-28 23:33:16,
4149,CozyHome Artistic Glass Table Lamp,Home & Garden,Decor,CozyHome,179.12,84.54,2024-09-03 23:33:16,Gold
4150,ActiveWear Performance Moisture-Wicking Shorts,Sports,Athletic Wear,ActiveWear,51.01,21.43,2025-04-19 23:33:16,Gray
4151,EduPress Advanced Coding Robot,Toys,Educational,EduPress,79.85,46.62,2025-02-01 23:33:16,Yellow
4152,PowerFit Rugged Compact Cooler,Sports,Outdoor,PowerFit,128.12,69.52,2025-07-04 23:33:16,Gray
4153,StyleCo Premium Woven Belt,Clothing,Accessories,StyleCo,23.04,9.94,2024-12-26 23:33:16,Gray
4154,ActiveWear Modern Casual Button-Up,Clothing,Men,ActiveWear,77.56,37.67,2024-11-24 23:33:16,Gray
4155,FunKids Classic Fantasy Figure Set,Toys,Action Figures,FunKids,43.02,20.97,2025-05-08 23:33:16,Multi-Color
4156,FurryFriends Professional Memory Foam Pet Bed,Pet Supplies,Accessories,FurryFriends,95.88,45.04,2024-12-07 23:33:16,Gray
4157,WhiskerWorks Engaging Durable Chew Toy,Pet Supplies,Toys,WhiskerWorks,9.48,5.56,2024-10-07 23:33:16,Yellow
4158,HomeTech Fast USB-C Hub,Electronics,Accessories,HomeTech,56.25,38.49,2025-07-25 23:33:16,Black
4159,UrbanWear Premium Running Sneakers,Clothing,Shoes,UrbanWear,65.69,28.17,2024-11-17 23:33:16,Red
4160,ActiveLife Premium Hiking Backpack,Sports,Outdoor,ActiveLife,84.42,49.15,2024-10-27 23:33:16,Red
4161,ImaginePlay Deluxe Space Explorer Set,Toys,Action Figures,ImaginePlay,52.2,27.58,2024-08-08 23:33:16,Black
4162,GardenPro Heavy-Duty Smart Thermostat,Home & Garden,Tools,GardenPro,282.38,179.16,2024-12-02 23:33:16,Black
4163,GardenPro Advanced Programmable Coffee Maker,Home & Garden,Kitchen,GardenPro,161.3,85.83,2024-08-22 23:33:16,White
4164,TrendSet Premium Leather Wallet,Clothing,Accessories,TrendSet,62.99,22.42,2024-11-13 23:33:16,Brown
4165,TailTreats Premium Adjustable Harness,Pet Supplies,Accessories,TailTreats,22.93,13.41,2024-07-25 23:33:16,Red
4166,PureLiving Premium Weighted Blanket,Home & Garden,Bedding,PureLiving,266.88,126.89,2025-02-02 23:33:16,Navy
4167,ByteWave Max Flagship Smartphone,Electronics,Phones,ByteWave,956.22,709.17,2025-05-24 23:33:16,Space Gray
4168,FunKids Family Cooperative Adventure Game,Toys,Board Games,FunKids,39.18,21.3,2025-01-05 23:33:16,Blue
4169,ToyBox Classic Card Battle Set,Toys,Board Games,ToyBox,15.95,7.86,2025-01-09 23:33:16,Gold
4170,FashionLine Classic Leather Wallet,Clothing,Accessories,FashionLine,30.08,13.97,2024-12-12 23:33:16,Black
4171,ImaginePlay Adventure Bubble Machine,Toys,Outdoor,ImaginePlay,30.37,16.67,2024-09-18 23:33:16,Yellow
4172,VitalBloom Gourmet Organic Trail Mix,Food & Beverages,Snacks,VitalBloom,21.48,13.9,2025-04-24 23:33:16,
4173,ByteWave Pro 5G Smartphone,Electronics,Phones,ByteWave,1033.74,800.98,2024-10-22 23:33:16,Rose Gold
4174,HomeTech Fast Wireless Charger,Electronics,Accessories,HomeTech,30.19,17.28,2025-03-09 23:33:16,Black
4175,UrbanWear Premium All-Weather Running Jacket,Sports,Athletic Wear,UrbanWear,113.48,55.28,2025-03-02 23:33:16,Blue
4176,StyleCo Premium Wool Scarf,Clothing,Accessories,StyleCo,60.51,27.71,2024-10-31 23:33:16,Black
4177,PlayTime Premium Robot Warrior,Toys,Action Figures,PlayTime,17.91,10.6,2024-11-29 23:33:16,Silver
4178,WhiskerWorks Interactive Durable Chew Toy,Pet Supplies,Toys,WhiskerWorks,8.27,4.76,2025-05-11 23:33:16,Red
4179,EduPress Educational STEM Experiment Kit,Toys,Educational,EduPress,58.46,33.68,2024-10-26 23:33:16,Yellow
4180,FunKids Classic Fantasy Figure Set,Toys,Action Figures,FunKids,43.02,20.97,2025-03-13 23:33:16,Gold
4181,HomeEssentials Vintage Framed Canvas Art,Home & Garden,Decor,HomeEssentials,60.4,22.96,2024-12-08 23:33:16,Modern
4182,FurryFriends Premium Dental Care Kit,Pet Supplies,Health,FurryFriends,15.19,9.31,2024-09-11 23:33:16,
4183,TechPro Studio DSLR Camera,Electronics,Cameras,TechPro,1614.43,1123.9,2025-06-25 23:33:16,Black
4184,ElectroMax Pro Vlogging Camera,Electronics,Cameras,ElectroMax,498.6,355.81,2024-11-01 23:33:16,Silver
4185,ActiveLife Premium Canvas Slip-Ons,Clothing,Shoes,ActiveLife,35.72,16.41,2024-11-05 23:33:16,Blue
4186,PageTurner Press Classic Mystery & Thriller,Books,Fiction,PageTurner Press,27.2,20.33,2025-06-02 23:33:16,
4187,TechPro Studio Vlogging Camera,Electronics,Cameras,TechPro,582.36,462.42,2024-11-13 23:33:16,Black
